site,associated_accession,emma_latitude,emma_longitude,rep,height_av_culm_cm,height_tallest_culm_cm,tillers,flowering_culms,dry_weight_g,dry_weight_mg,dry_weight_kg,area_cm,area_m,SLA_m2_kg,LMA_g_m2,tussock_width_av_cm,plant_area_cm_sq,leaf_width_mm,leaf_length_cm,mean_A,mean_Ca,mean_Ci,mean_gsw,mean_RHcham,mean_Tleaf,mean_VPDleaf,mean_Rd,WUEi,Rmass,MAT,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmestMonth,MinTempColdestMonth,TempAnnualRange,MeanTempWettestQuarter,MeanTempDriestQuarter,MeanTempWarmestQuarter,MeantempColdestQuarter,MAP,PrecipWettestMonth,PrecipDriestMonth,PrecipSeasonality,PrecipWettestQuarter,PrecipDriestQuarter,PrecipWarmestQuarter,PrecipColdestQuarter
Powranna_TAS,Nile_TAS,-41.69833333,147.2380556,5,45,52.1,21,14,0.1528,152.8,0.0001528,29.688,0.0029688,19.42931937,51.46860684,25,490.8738521,3.698,17.54,10.2263427,401.6804543,208.5132045,0.091641342,55.09457346,32.07739505,2.418414065,2.108253503,111.5909318,108.5088707,11.5,11.1,5.1,354.6,23.4,1.8,21.6,7.6,16,16,6.9,60.4,6.7,3.1,1.8,18.4,11.7,11.7,17.6
Powranna_TAS,Nile_TAS,-41.69833333,147.2380556,4,45,59.5,92,3,0.2487,248.7,0.0002487,45.267,0.0045267,18.20144753,54.94068527,37.5,1104.466167,3.652,26.52,9.759664896,402.1368871,138.8194499,0.062817047,53.72501785,33.68226129,2.745967246,2.121422273,155.3665018,116.5523934,11.5,11.1,5.1,354.6,23.4,1.8,21.6,7.6,16,16,6.9,60.4,6.7,3.1,1.8,18.4,11.7,11.7,17.6
Powranna_TAS,Nile_TAS,-41.69833333,147.2380556,2,50,72.1,29,2,0.2156,215.6,0.0002156,41.741,0.0041741,19.36038961,51.65185309,33.5,881.4130889,3.48,25.3,9.853474546,402.2664839,90.49262398,0.052349615,56.67474465,29.98964839,2.025016633,2.036307729,188.2243939,105.1790677,11.5,11.1,5.1,354.6,23.4,1.8,21.6,7.6,16,16,6.9,60.4,6.7,3.1,1.8,18.4,11.7,11.7,17.6
Powranna_TAS,Nile_TAS,-41.69833333,147.2380556,6,65,95,35,18,0.1799,179.9,0.0001799,42.22,0.004222,23.46859366,42.61013738,47.5,1772.054606,4.064,22.98,10.97953568,401.304329,196.910765,0.093239993,66.66492044,30.15378,1.693228706,2.320774639,117.755647,98.88852617,11.5,11.1,5.1,354.6,23.4,1.8,21.6,7.6,16,16,6.9,60.4,6.7,3.1,1.8,18.4,11.7,11.7,17.6
Rainbow_Valley_NT,Rainbow_Valley_NT,-24.235,133.459,3,60,90,80,1,0.234,234,0.000234,40.418,0.0040418,17.27264957,57.89499728,55,2375.829444,3.618,25.5,12.48441313,400.1552903,154.0511084,0.092240956,74.04849965,32.68543871,1.549538629,NA,135.345661,NA,20.9,16,4.8,613.7,36.8,3.5,33.3,28.2,14.6,28.2,12.6,26.2,3.5,1,3.8,9.8,3.6,9.8,4.1
Rainbow_Valley_NT,Rainbow_Valley_NT,-24.235,133.459,5,70,90,145,7,0.25,250,0.00025,44.611,0.0044611,17.8444,56.03999014,85,5674.501731,3.188,32.14,6.768502266,402.6812093,214.3897857,0.061812759,78.14707012,39.66121093,2.016408383,3.009516243,109.5000843,168.6532605,20.9,16,4.8,613.7,36.8,3.5,33.3,28.2,14.6,28.2,12.6,26.2,3.5,1,3.8,9.8,3.6,9.8,4.1
Rainbow_Valley_NT,Rainbow_Valley_NT,-24.235,133.459,1,70,100,180,8,0.372,372,0.000372,57.861,0.0057861,15.55403226,64.29201016,75,4417.864669,3.662,35.02,10.46848696,400.5337,39.06137472,0.047566115,72.0518238,30.03349167,1.50109567,2.426856617,220.0828676,156.0274903,20.9,16,4.8,613.7,36.8,3.5,33.3,28.2,14.6,28.2,12.6,26.2,3.5,1,3.8,9.8,3.6,9.8,4.1
Rainbow_Valley_NT,Rainbow_Valley_NT,-24.235,133.459,4,80,707,90,3,0.5,500,5.00E-04,73.449,0.0073449,14.6898,68.07444621,75,4417.864669,4.328,40.48,7.854630694,401.6363226,197.3699655,0.065312083,80.04102855,39.26061613,1.848901836,NA,120.263056,NA,20.9,16,4.8,613.7,36.8,3.5,33.3,28.2,14.6,28.2,12.6,26.2,3.5,1,3.8,9.8,3.6,9.8,4.1
Rainbow_Valley_NT,Rainbow_Valley_NT,-24.235,133.459,2,90,100,50,7,0.429,429,0.000429,69.001,0.0069001,16.08414918,62.17301199,70,3848.451001,3.8225,49.075,18.75956188,393.5502833,15.2364413,0.081276848,77.10852793,30.18695833,1.252729262,2.798820709,230.8106477,174.0111135,20.9,16,4.8,613.7,36.8,3.5,33.3,28.2,14.6,28.2,12.6,26.2,3.5,1,3.8,9.8,3.6,9.8,4.1
The_Lynd_Junction_QLD,The_Lynd_Junction_QLD,-18.97806,144.682176,4,59,60,51,5,0.429,429,0.000429,67.459,0.0067459,15.72470862,63.59418313,30,706.8583471,4.238,36.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,13.5,5.6,357.1,33.5,9.6,23.9,25.8,18.8,26.5,17.6,74.4,18.5,0.5,10,47.7,1.9,34.4,2.1
The_Lynd_Junction_QLD,The_Lynd_Junction_QLD,-18.97806,144.682176,2,76,86,32,4,0.22,220,0.00022,49.295,0.0049295,22.40681818,44.62927275,35,962.1127502,4.206,26.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,13.5,5.6,357.1,33.5,9.6,23.9,25.8,18.8,26.5,17.6,74.4,18.5,0.5,10,47.7,1.9,34.4,2.1
The_Lynd_Junction_QLD,The_Lynd_Junction_QLD,-18.97806,144.682176,5,90,93,54,11,0.194,194,0.000194,41.214,0.0041214,21.2443299,47.07138351,50,1963.495408,3.35,28.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,13.5,5.6,357.1,33.5,9.6,23.9,25.8,18.8,26.5,17.6,74.4,18.5,0.5,10,47.7,1.9,34.4,2.1
The_Lynd_Junction_QLD,The_Lynd_Junction_QLD,-18.97806,144.682176,1,95,99,51,14,0.152,152,0.000152,36.192,0.0036192,23.81052632,41.99823165,52.5,2164.753688,4.606,18.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,13.5,5.6,357.1,33.5,9.6,23.9,25.8,18.8,26.5,17.6,74.4,18.5,0.5,10,47.7,1.9,34.4,2.1
The_Lynd_Junction_QLD,The_Lynd_Junction_QLD,-18.97806,144.682176,3,105,117,49,7,0.211,211,0.000211,44.137,0.0044137,20.91800948,47.8056959,55,2375.829444,4.05,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,13.5,5.6,357.1,33.5,9.6,23.9,25.8,18.8,26.5,17.6,74.4,18.5,0.5,10,47.7,1.9,34.4,2.1
Woodstock_Rd_QLD,Woodstock_road_QLD,-19.6156,147.961153,5,80,106,99,38,0.271,271,0.000271,59.667,0.0059667,22.01734317,45.41874068,85,5674.501731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodstock_Rd_QLD,Woodstock_road_QLD,-19.6156,147.961153,3,90,124,84,26,0.174,174,0.000174,47.355,0.0047355,27.21551724,36.74374406,55,2375.829444,NA,NA,17.4787948,400.7269156,199.1923952,0.149375125,74.745102,31.35107812,1.338981286,2.133465493,117.0127543,78.39151003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodstock_Rd_QLD,Woodstock_road_QLD,-19.6156,147.961153,2,100,105,102,17,0.163,163,0.000163,42.354,0.0042354,25.98404908,38.48514898,65,3318.30724,NA,NA,19.22408463,399.4318102,226.0054561,0.193577947,69.16714414,31.66419613,1.525559946,1.307503504,99.30927019,50.31946715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodstock_Rd_QLD,Woodstock_road_QLD,-19.6156,147.961153,1,110,126,109,21,0.177,177,0.000177,43.003,0.0043003,24.29548023,41.15991908,65,3318.30724,NA,NA,19.86583714,399.3056651,208.096018,0.182632907,67.13151385,31.41383672,1.619812574,1.106488614,108.774686,45.54298179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodstock_Rd_QLD,Woodstock_road_QLD,-19.6156,147.961153,4,125,148,71,31,0.209,209,0.000209,53.307,0.0053307,25.50574163,39.20685839,45,1590.431281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
